parliament_id;parliament_label;parliament_period_id;parliament_period_label;mandate_id;mandate_label;politician_id;first_name;last_name;full_name;academic_title;sex;year_of_birth;party_id;party_name;party_short_name;faction;electoral_district_id;electoral_district_label;electoral_list;list_position;mandate_type;info;start_date;end_date;active_now;politician_url;mandate_api_path;politician_api_path;abgeordnetenwatch_url;wikidata_id;official_profile_url;official_contact_address;official_contact_email;official_contact_phone;official_website;constituency_office_address;constituency_office_email;constituency_office_phone;email_address;sprechstunden_json;next_sprechstunde_date;next_sprechstunde_text
2;Berlin;133;Berlin 2021 - 2026;58149;Ersin Nas (Berlin 2021 - 2026);123286;Ersin;Nas;Ersin Nas;;m;1978;2;CDU;CDU;CDU (Berlin 2021 - 2026);11071;502 - Spandau 2 (Berlin 2021 - 2026);;;constituency;"Am 13.02.2023 aufgrund der Wahlwiederholung eingezogen.

";2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/ersin-nas;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58149;https://www.abgeordnetenwatch.de/api/v2/politicians/123286;https://www.abgeordnetenwatch.de/profile/ersin-nas;;https://www.parlament-berlin.de/Abgeordnete/ersin-nas;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin, Webseite;info@ersin-nas.de;;https://www.ersin-nas.de;Seegefelder Straße 20, 13583 Berlin;;;info@ersin-nas.de;[];;
2;Berlin;133;Berlin 2021 - 2026;58148;Peer Mock-Stümer (Berlin 2021 - 2026);177308;Peer;Mock-Stümer;Peer Mock-Stümer;;m;1967;2;CDU;CDU;CDU (Berlin 2021 - 2026);11068;406 - Charlottenburg-Wilmersdorf 6 (Berlin 2021 - 2026);;;constituency;"Am 13.02.2023 aufgrund der Wahlwiederholung eingezogen.

";2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/peer-mock-stuemer;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58148;https://www.abgeordnetenwatch.de/api/v2/politicians/177308;https://www.abgeordnetenwatch.de/profile/peer-mock-stuemer;;https://www.parlament-berlin.de/Abgeordnete/peer-mock-stumer-1;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin, Webseite;info@mock-stuemer.de;;https://www.mock-stuemer.de;Trautenaustraße 2, 10717 Berlin;;;info@mock-stuemer.de;[];;
2;Berlin;133;Berlin 2021 - 2026;58147;Bettina Meißner (Berlin 2021 - 2026);117612;Bettina;Meißner;Bettina Meißner;;f;;2;CDU;CDU;CDU (Berlin 2021 - 2026);11070;501 - Spandau 1 (Berlin 2021 - 2026);;;constituency;Am 13.02.2023 aufgrund der Wahlwiederholung eingezogen.;2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/bettina-meissner;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58147;https://www.abgeordnetenwatch.de/api/v2/politicians/117612;https://www.abgeordnetenwatch.de/profile/bettina-meissner;;https://www.parlament-berlin.de/Abgeordnete/bettina-meissner;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin, (030) 3331133, Webseite;bettina.meissner@cdu-spandau.de;030) 3331133;https://www.bettina-meissner.de;Brunsbütteler Damm 265, 13591 Berlin, Tel.: (030) 33 97 78 54;;030) 33 97 78 54;bettina.meissner@cdu-spandau.de;[];;
2;Berlin;133;Berlin 2021 - 2026;58146;Martin Matz (Berlin 2021 - 2026);132706;Martin;Matz;Martin Matz;;m;1965;1;SPD;SPD;SPD (Berlin 2021 - 2026);11079;605 - Steglitz-Zehlendorf 5 (Berlin 2021 - 2026);Bezirksliste Steglitz-Zehlendorf (Berlin 2021 - 2026);;list;"Am 13.02.2023 aufgrund der Wahlwiederholung eingezogen.

";2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/martin-matz;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58146;https://www.abgeordnetenwatch.de/api/v2/politicians/132706;https://www.abgeordnetenwatch.de/profile/martin-matz;;https://www.parlament-berlin.de/Abgeordnete/martin-matz;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin, Webseite;wahlkreis@martinmatz.de;;https://www.martin-matz.de;Gardeschützenweg 96, 12203 Berlin, Tel.: 0151 41 37 63 74;;0151 41 37 63 74;wahlkreis@martinmatz.de;[];;
2;Berlin;133;Berlin 2021 - 2026;58145;Frank Luhmann (Berlin 2021 - 2026);176472;Frank;Luhmann;Frank Luhmann;;m;1986;2;CDU;CDU;CDU (Berlin 2021 - 2026);11085;704 - Tempelhof-Schöneberg 4 (Berlin 2021 - 2026);;;constituency;"Am 13.02.2023 aufgrund der Wahlwiederholung eingezogen.

";2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/frank-luhmann;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58145;https://www.abgeordnetenwatch.de/api/v2/politicians/176472;https://www.abgeordnetenwatch.de/profile/frank-luhmann;;https://www.parlament-berlin.de/Abgeordnete/frank-luhmann;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin;buero@frank-luhmann.de;;;Bacharacher Straße 35, 12099 Berlin;;;buero@frank-luhmann.de;[];;
2;Berlin;133;Berlin 2021 - 2026;58144;Stephan Lenz (Berlin 2021 - 2026);117551;Stephan;Lenz;Stephan Lenz;;m;1968;2;CDU;CDU;CDU (Berlin 2021 - 2026);11059;306 - Pankow 6 (Berlin 2021 - 2026);Bezirksliste Pankow (Berlin 2021 - 2026);;list;"Am 13.02.2023 aufgrund der Wahlwiederholung eingezogen.

";2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/stephan-lenz;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58144;https://www.abgeordnetenwatch.de/api/v2/politicians/117551;https://www.abgeordnetenwatch.de/profile/stephan-lenz;;https://www.parlament-berlin.de/Abgeordnete/Stephan-Lenz;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin, Webseite;lenz@cdu-fraktion.berlin.de;;https://www.politik-mit-lenz.de;;;;lenz@cdu-fraktion.berlin.de;[];;
2;Berlin;133;Berlin 2021 - 2026;58143;Maja Lasić (Berlin 2021 - 2026);122913;Maja;Lasić;Maja Lasić;Dr.;f;1979;1;SPD;SPD;SPD (Berlin 2021 - 2026);11047;107 - Mitte 7 (Berlin 2021 - 2026);Bezirksliste Mitte (Berlin 2021 - 2026);;list;Am 13.02.2023 aufgrund der Wahlwiederholung eingezogen.;2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/maja-lasic;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58143;https://www.abgeordnetenwatch.de/api/v2/politicians/122913;https://www.abgeordnetenwatch.de/profile/maja-lasic;;https://www.parlament-berlin.de/Abgeordnete/Maja-Lasi%C4%87;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin, Webseite;info@maja-lasic.de;;https://maja-lasic.de;Triftstraße 7, 13353 Berlin, Tel.: 030 92154683;;030 92154683;info@maja-lasic.de;[];;
2;Berlin;133;Berlin 2021 - 2026;58142;Lisa Knack (Berlin 2021 - 2026);176477;Lisa;Knack;Lisa Knack;;f;;2;CDU;CDU;CDU (Berlin 2021 - 2026);11098;904 - Treptow-Köpenick 4 (Berlin 2021 - 2026);;;constituency;"Am 13.02.2023 aufgrund der Wahlwiederholung eingezogen.

";2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/lisa-knack;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58142;https://www.abgeordnetenwatch.de/api/v2/politicians/176477;https://www.abgeordnetenwatch.de/profile/lisa-knack;;https://www.parlament-berlin.de/Abgeordnete/lisa-knack;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin;info@knack-tk.de;;https://www.knack-tk.de;Schulzendorfer Straße 82, 12526 Berlin, Tel.: 030 91202795;;030 91202795;info@knack-tk.de;[];;
2;Berlin;133;Berlin 2021 - 2026;58141;Timur Husein (Berlin 2021 - 2026);118004;Timur;Husein;Timur Husein;;m;1980;2;CDU;CDU;CDU (Berlin 2021 - 2026);11048;201 - Friedrichshain-Kreuzberg 1 (Berlin 2021 - 2026);Bezirksliste Friedrichshain-Kreuzberg (Berlin 2021 - 2026);;list;Am 13.02.2023 aufgrund der Wahlwiederholung eingezogen.;2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/timur-husein;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58141;https://www.abgeordnetenwatch.de/api/v2/politicians/118004;https://www.abgeordnetenwatch.de/profile/timur-husein;;https://www.parlament-berlin.de/Abgeordnete/timur-husein;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin;husein@cdu-fraktion.berlin.de;;;;;;husein@cdu-fraktion.berlin.de;[];;
2;Berlin;133;Berlin 2021 - 2026;58140;Dennis Haustein (Berlin 2021 - 2026);176481;Dennis;Haustein;Dennis Haustein;;m;1990;2;CDU;CDU;CDU (Berlin 2021 - 2026);11109;1103 - Lichtenberg 3 (Berlin 2021 - 2026);;;constituency;"Am 13.02.2023 aufgrund der Wahlwiederholung eingezogen.

";2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/dennis-haustein;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58140;https://www.abgeordnetenwatch.de/api/v2/politicians/176481;https://www.abgeordnetenwatch.de/profile/dennis-haustein;;https://www.parlament-berlin.de/Abgeordnete/dennis-haustein;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin;kontakt@dennis-haustein.de;;https://www.dennis-haustein.de;Konrad-Wolf-Straße 62, 13055 Berlin, Tel.: 030 31800980;;030 31800980;kontakt@dennis-haustein.de;[];;
2;Berlin;133;Berlin 2021 - 2026;58139;Stefan Häntsch (Berlin 2021 - 2026);176462;Stefan;Häntsch;Stefan Häntsch;;m;1966;2;CDU;CDU;CDU (Berlin 2021 - 2026);11063;401 - Charlottenburg-Wilmersdorf 1 (Berlin 2021 - 2026);;;constituency;Am 13.02.2023 aufgrund der Wahlwiederholung eingezogen.;2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/stefan-haentsch;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58139;https://www.abgeordnetenwatch.de/api/v2/politicians/176462;https://www.abgeordnetenwatch.de/profile/stefan-haentsch;;https://www.parlament-berlin.de/Abgeordnete/stefan-hantsch;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin, Webseite;info@stefan-haentsch.de;;https://www.stefan-haentsch.de;Halemweg 17, 13627 Berlin, Tel.: 030 81828885;;030 81828885;info@stefan-haentsch.de;[];;
2;Berlin;133;Berlin 2021 - 2026;58138;Olga Gauks (Berlin 2021 - 2026);177264;Olga;Gauks;Olga Gauks;;f;1987;2;CDU;CDU;CDU (Berlin 2021 - 2026);11102;1002 - Marzahn-Hellersdorf 2 (Berlin 2021 - 2026);;;constituency;"Am 13.02.2023 aufgrund der Wahlwiederholung eingezogen.

";2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/olga-gauks;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58138;https://www.abgeordnetenwatch.de/api/v2/politicians/177264;https://www.abgeordnetenwatch.de/profile/olga-gauks;;https://www.parlament-berlin.de/Abgeordnete/olga-gauks;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin, Webseite;post@olgagauks.de;;https://www.olgagauks.de;Oberweißbacher Str. 7-9, 12687 Berlin, Tel.: 030 7543 8199;;030 7543 8199;post@olgagauks.de;[];;
2;Berlin;133;Berlin 2021 - 2026;58136;Robert Eschricht (Berlin 2021 - 2026);177632;Robert;Eschricht;Robert Eschricht;;m;1985;9;AfD;AfD;AfD (Berlin 2021 - 2026);11092;804 - Neukölln 4 (Berlin 2021 - 2026);Landesliste (Berlin 2021 - 2026);;list;"Am 13.02.2023 aufgrund der Wahlwiederholung eingezogen.

";2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/robert-eschricht;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58136;https://www.abgeordnetenwatch.de/api/v2/politicians/177632;https://www.abgeordnetenwatch.de/profile/robert-eschricht;;https://www.parlament-berlin.de/Abgeordnete/robert-eschricht;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin;;;;;;;;[];;
2;Berlin;133;Berlin 2021 - 2026;58135;Burkard Dregger (Berlin 2021 - 2026);117430;Burkard;Dregger;Burkard Dregger;;m;1964;2;CDU;CDU;CDU (Berlin 2021 - 2026);11113;1201 - Reinickendorf 1 (Berlin 2021 - 2026);;;constituency;"Am 13.02.2023 aufgrund der Wahlwiederholung eingezogen.

";2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/burkard-dregger;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58135;https://www.abgeordnetenwatch.de/api/v2/politicians/117430;https://www.abgeordnetenwatch.de/profile/burkard-dregger;;https://www.parlament-berlin.de/Abgeordnete/Burkard-Dregger;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin;bd@burkard-dregger.berlin;;;Residenzstraße 147, 13409 Berlin, Tel.: 030 64313744;;030 64313744;bd@burkard-dregger.berlin;[];;
2;Berlin;133;Berlin 2021 - 2026;58133;Tom Cywinski (Berlin 2021 - 2026);176468;Tom;Cywinski;Tom Cywinski;;m;;2;CDU;CDU;CDU (Berlin 2021 - 2026);11076;602 - Steglitz-Zehlendorf 2 (Berlin 2021 - 2026);;;constituency;"Am 13.02.2023 aufgrund der Wahlwiederholung eingezogen.

";2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/tom-cywinski;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58133;https://www.abgeordnetenwatch.de/api/v2/politicians/176468;https://www.abgeordnetenwatch.de/profile/tom-cywinski;;https://www.parlament-berlin.de/Abgeordnete/tom-jan-filip-cywinski;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin;cywinski@cdu-fraktion.berlin.de;;http://cywinski.berlin/;Albrechtstraße 93, 12167 Berlin, Tel.: 030 66401834;buero@cywinski.berlin;030 66401834;buero@cywinski.berlin;[];;
2;Berlin;133;Berlin 2021 - 2026;58132;Kerstin Brauner (Berlin 2021 - 2026);176466;Kerstin;Brauner;Kerstin Brauner;;f;1976;2;CDU;CDU;CDU (Berlin 2021 - 2026);11072;503 - Spandau 3 (Berlin 2021 - 2026);;;constituency;"Am 13.02.2023 aufgrund der Wahlwiederholung eingezogen.

";2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/kerstin-brauner;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58132;https://www.abgeordnetenwatch.de/api/v2/politicians/176466;https://www.abgeordnetenwatch.de/profile/kerstin-brauner;;https://www.parlament-berlin.de/Abgeordnete/kerstin-brauner;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin;info@kerstin-brauner.de;;https://www.kerstinbrauner.de;;;;info@kerstin-brauner.de;[];;
2;Berlin;133;Berlin 2021 - 2026;58131;Lars Bocian (Berlin 2021 - 2026);176457;Lars;Bocian;Lars Bocian;;m;1969;2;CDU;CDU;CDU (Berlin 2021 - 2026);11055;302 - Pankow 2 (Berlin 2021 - 2026);;;constituency;"Am 12.02.2023 aufgrund der Wahlwiederholung eingezogen.

";2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/lars-bocian;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58131;https://www.abgeordnetenwatch.de/api/v2/politicians/176457;https://www.abgeordnetenwatch.de/profile/lars-bocian;;https://www.parlament-berlin.de/Abgeordnete/lars-bocian;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin;bocian@cdu-fraktion.berlin.de;;;Dietzgenstraße 87, 13156 Berlin;;;bocian@cdu-fraktion.berlin.de;[];;
2;Berlin;133;Berlin 2021 - 2026;58129;Alexander Bertram (Berlin 2021 - 2026);123051;Alexander;Bertram;Alexander Bertram;;m;;9;AfD;AfD;AfD (Berlin 2021 - 2026);11096;902 - Treptow-Köpenick 2 (Berlin 2021 - 2026);Landesliste (Berlin 2021 - 2026);;list;"Am 13.02.2023 aufgrund der Wahlwiederholung eingezogen.

";2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/alexander-bertram;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58129;https://www.abgeordnetenwatch.de/api/v2/politicians/123051;https://www.abgeordnetenwatch.de/profile/alexander-bertram;;https://www.parlament-berlin.de/Abgeordnete/alexander-bertram;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin;bertram@afd-fraktion.berlin;;;Winckelmannstraße 31, 12487 Berlin;;;bertram@afd-fraktion.berlin;[];;
2;Berlin;133;Berlin 2021 - 2026;57241;Franziska Leschewitz (Berlin 2021 - 2026);122846;Franziska;Leschewitz;Franziska Leschewitz;;f;1989;8;Die Linke;Die Linke;Die Linke (Berlin 2021 - 2026);11070;501 - Spandau 1 (Berlin 2021 - 2026);Landesliste (Berlin 2021 - 2026);23;moved_up;Franziska Leschewitz ist am 01.12.2022 für Stefanie Fuchs nachgerückt und am 16.03.2023 ausgeschieden. Am 06.05.2025 ist sie erneut für Ferat Koçak in das Berliner Abgeordnetenhaus nachgerückt.;2022-12-01;;True;https://www.abgeordnetenwatch.de/profile/franziska-leschewitz;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/57241;https://www.abgeordnetenwatch.de/api/v2/politicians/122846;https://www.abgeordnetenwatch.de/profile/franziska-leschewitz;;https://www.parlament-berlin.de/Abgeordnete/franziska-leschewitz;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin;leschewitz@linksfraktion.berlin;;;;;;leschewitz@linksfraktion.berlin;[];;
2;Berlin;133;Berlin 2021 - 2026;54425;Catrin Wahlen (Berlin 2021 - 2026);176593;Catrin;Wahlen;Catrin Wahlen;;f;1972;5;BÜNDNIS 90/­DIE GRÜNEN;BÜNDNIS 90/­DIE GRÜNEN;BÜNDNIS 90/­DIE GRÜNEN (Berlin 2021 - 2026);11095;901 - Treptow-Köpenick 1 (Berlin 2021 - 2026);Landesliste (Berlin 2021 - 2026);11;list;;2022-01-03;;True;https://www.abgeordnetenwatch.de/profile/catrin-wahlen;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/54425;https://www.abgeordnetenwatch.de/api/v2/politicians/176593;https://www.abgeordnetenwatch.de/profile/catrin-wahlen;;https://www.parlament-berlin.de/Abgeordnete/catrin-wahlen;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin, Webseite;catrin.wahlen@gruene-fraktion.berlin;;https://catrin-wahlen.de/;Karl-Kunger-Str. 68, 12435 Berlin;;;catrin.wahlen@gruene-fraktion.berlin;[];;
2;Berlin;133;Berlin 2021 - 2026;54424;Torsten Schneider (Berlin 2021 - 2026);117562;Torsten;Schneider;Torsten Schneider;;m;;1;SPD;SPD;SPD (Berlin 2021 - 2026);11056;303 - Pankow 3 (Berlin 2021 - 2026);Bezirksliste Pankow (Berlin 2021 - 2026);;list;;2021-12-27;;True;https://www.abgeordnetenwatch.de/profile/torsten-schneider;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/54424;https://www.abgeordnetenwatch.de/api/v2/politicians/117562;https://www.abgeordnetenwatch.de/profile/torsten-schneider;;https://www.parlament-berlin.de/Abgeordnete/torsten-schneider;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin;;;https://www.torsten-schneider.com;Florastr. 94, 13187 Berlin;;;;[];;
2;Berlin;133;Berlin 2021 - 2026;54423;Alexander King (Berlin 2021 - 2026);146081;Alexander;King;Alexander King;;m;1969;229;BSW;BSW;fraktionslos (Berlin 2021 - 2026);11088;707 - Tempelhof-Schöneberg 7 (Berlin 2021 - 2026);Landesliste (Berlin 2021 - 2026);22;moved_up;"Am 12.02.2023 aufgrund der Wahlwiederholung ausgeschieden.
Am 01.06.2023 für Sandra Brunner ins Berliner Abgeordnetenhaus nachgerückt. ";2021-12-15;;True;https://www.abgeordnetenwatch.de/profile/alexander-king;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/54423;https://www.abgeordnetenwatch.de/api/v2/politicians/146081;https://www.abgeordnetenwatch.de/profile/alexander-king;;https://www.parlament-berlin.de/Abgeordnete/alexander-king;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin;king@alexander-king.de;;;Hildburghauser Straße 29, 12279 Berlin, Tel.: +49 151 587 228 62, Bizetstraße 124, 13088 Berlin;buero@alexander-king.de;;buero@alexander-king.de;[];;
2;Berlin;133;Berlin 2021 - 2026;54286;Antonin Brousek (Berlin 2021 - 2026);177616;Antonin;Brousek;Antonin Brousek;;m;;185;parteilos;parteilos;fraktionslos (Berlin 2021 - 2026);11086;705 - Tempelhof-Schöneberg 5 (Berlin 2021 - 2026);Landesliste (Berlin 2021 - 2026);;list;am 28.08.2023 aus AfD-Fraktion ausgetreten;;;True;https://www.abgeordnetenwatch.de/profile/antonin-brousek;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/54286;https://www.abgeordnetenwatch.de/api/v2/politicians/177616;https://www.abgeordnetenwatch.de/profile/antonin-brousek;;https://www.parlament-berlin.de/Abgeordnete/antonin-brousek-1;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin;a.brousek@gmx.de;;;Schlüterstraße 66, 10625 Berlin;;;a.brousek@gmx.de;[];;
2;Berlin;133;Berlin 2021 - 2026;54285;Sven Rissmann (Berlin 2021 - 2026);117555;Sven;Rissmann;Sven Rissmann;;m;1978;2;CDU;CDU;CDU (Berlin 2021 - 2026);11045;105 - Mitte 5 (Berlin 2021 - 2026);;;constituency;;;;True;https://www.abgeordnetenwatch.de/profile/sven-rissmann;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/54285;https://www.abgeordnetenwatch.de/api/v2/politicians/117555;https://www.abgeordnetenwatch.de/profile/sven-rissmann;;https://www.parlament-berlin.de/Abgeordnete/sven-rissmann;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin;buero@sven-rissmann.de;;http://www.sven-rissmann.de/;Triftstraße 41, 13353 Berlin, Tel.: 030 20951662;;030 20951662;buero@sven-rissmann.de;"[{""date"":""2026-05-08"",""date_text"":""08.05.2026"",""time"":""15:00 Uhr"",""location"":""Im Wahlkreisbüro, Triftstraße 41, 13353 Berlin"",""note"":""eine vorherige Anmeldung unter 030 20951662 oder buero@sven-rissmann.de ist erforderlich"",""emails"":[""buero@sven-rissmann.de""],""phones"":[""030 20951662""],""party"":""CDU"",""raw"":""08.05.2026 15:00 Uhr, Im Wahlkreisbüro, Triftstraße 41, 13353 Berlin, eine vorherige Anmeldung unter 030 20951662 oder buero@sven-rissmann.de ist erforderlich"",""name"":""Sven Rissmann""},{""date"":""2026-06-12"",""date_text"":""12.06.2026"",""time"":""15:00 Uhr"",""location"":""Im Wahlkreisbüro, Triftstraße 41, 13353 Berlin"",""note"":""eine vorherige Anmeldung unter 030 20951662 oder buero@sven-rissmann.de ist erforderlich"",""emails"":[""buero@sven-rissmann.de""],""phones"":[""030 20951662""],""party"":""CDU"",""raw"":""12.06.2026 15:00 Uhr, Im Wahlkreisbüro, Triftstraße 41, 13353 Berlin, eine vorherige Anmeldung unter 030 20951662 oder buero@sven-rissmann.de ist erforderlich"",""name"":""Sven Rissmann""}]";2026-05-08;08.05.2026 15:00 Uhr, Im Wahlkreisbüro, Triftstraße 41, 13353 Berlin, eine vorherige Anmeldung unter 030 20951662 oder buero@sven-rissmann.de ist erforderlich
2;Berlin;133;Berlin 2021 - 2026;54282;Sven Meyer (Berlin 2021 - 2026);176528;Sven;Meyer;Sven Meyer;;m;;1;SPD;SPD;SPD (Berlin 2021 - 2026);11116;1204 - Reinickendorf 4 (Berlin 2021 - 2026);Bezirksliste Reinickendorf (Berlin 2021 - 2026);;list;;;;True;https://www.abgeordnetenwatch.de/profile/sven-meyer;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/54282;https://www.abgeordnetenwatch.de/api/v2/politicians/176528;https://www.abgeordnetenwatch.de/profile/sven-meyer;;https://www.parlament-berlin.de/Abgeordnete/sven-meyer;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin;info@sven-meyer.berlin;;https://www.sven-meyer.berlin;Grußdorfstr. 16, 13507 Berlin;;;info@sven-meyer.berlin;[];;
2;Berlin;133;Berlin 2021 - 2026;54280;Tamara Lüdke (Berlin 2021 - 2026);176526;Tamara;Lüdke;Tamara Lüdke;;f;1991;1;SPD;SPD;SPD (Berlin 2021 - 2026);11110;1104 - Lichtenberg 4 (Berlin 2021 - 2026);Bezirksliste Lichtenberg (Berlin 2021 - 2026);;list;;;;True;https://www.abgeordnetenwatch.de/profile/tamara-luedke;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/54280;https://www.abgeordnetenwatch.de/api/v2/politicians/176526;https://www.abgeordnetenwatch.de/profile/tamara-luedke;;https://www.parlament-berlin.de/Abgeordnete/tamara-ludke;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin, Webseite;tamara.luedke@spd.parlament-berlin.de;;https://www.tamara-luedke.de/;Siegfriedstr. 16, 10365 Berlin, Tel.: 0178 6579613;;0178 6579613;tamara.luedke@spd.parlament-berlin.de;[];;
2;Berlin;133;Berlin 2021 - 2026;54277;Iris Spranger (Berlin 2021 - 2026);117488;Iris;Spranger;Iris Spranger;;f;;1;SPD;SPD;SPD (Berlin 2021 - 2026);11102;1002 - Marzahn-Hellersdorf 2 (Berlin 2021 - 2026);Bezirksliste Marzahn-Hellersdorf (Berlin 2021 - 2026);;list;;;;True;https://www.abgeordnetenwatch.de/profile/iris-spranger;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/54277;https://www.abgeordnetenwatch.de/api/v2/politicians/117488;https://www.abgeordnetenwatch.de/profile/iris-spranger;;https://www.parlament-berlin.de/Abgeordnete/iris-spranger;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin;iris.spranger@spd.parlament-berlin.de;;http://www.iris-spranger.de;Köpenicker Straße 25, 12683 Berlin, Tel.: 030 52283365;;030 52283365;iris.spranger@spd.parlament-berlin.de;[];;
2;Berlin;133;Berlin 2021 - 2026;54276;Jan Lehmann (Berlin 2021 - 2026);176523;Jan;Lehmann;Jan Lehmann;;m;1971;1;SPD;SPD;SPD (Berlin 2021 - 2026);11106;1006 - Marzahn-Hellersdorf 6 (Berlin 2021 - 2026);Bezirksliste Marzahn-Hellersdorf (Berlin 2021 - 2026);;list;;;;True;https://www.abgeordnetenwatch.de/profile/jan-lehmann;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/54276;https://www.abgeordnetenwatch.de/api/v2/politicians/176523;https://www.abgeordnetenwatch.de/profile/jan-lehmann;;https://www.parlament-berlin.de/Abgeordnete/jan-lehmann;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin;post@jan-lehmann.de;;https://jan-lehmann.de/;Heinrich-Grüber-Str. 8, 12621 Berlin, Tel.: 030 65487030;;030 65487030;post@jan-lehmann.de;[];;
